"dad_job","decision_mode","impairment","mom_job","years_in_uk","start_date","end_date","progress","duration_in_seconds","finished","recorded_date","response_id","attributes_1","attributes_2","attributes_3","attributes_4","attributes_5","attributes_6","attributes_7","attributes_8","attributes_9","attributes_10","schwartz_s_1_1","schwartz_s_1_2","schwartz_s_1_3","schwartz_s_1_4","schwartz_s_1_5","schwartz_s_2_1","schwartz_s_2_2","schwartz_s_2_3","schwartz_s_2_4","schwartz_s_2_5","auth_s_1","auth_s_2","auth_s_3","auth_s_4","topics_s_1_1","topics_s_1_2","topics_s_1_3","topics_s_1_4","topics_s_1_5","topics_s_1_6","topics_s_2_1","topics_s_2_2","topics_s_2_3","topics_s_2_4","topics_s_2_5","topics_s_2_6","worth","good_qualties","failure","comparison","proud","positive_attitude","satisfaction","respect","useless","no_good","risk","trust","decision_mode_follow","likert_time_recip_1","likert_time_recip_2","likert_time_recip_3","pol_interest","political","social_ideo_1","social_ideo_2","social_ideo_3","social_ideo_4","social_ideo_5","ineq","redist","standard_live","private_redist","tax_share","uk_aid_spend","uk_immig_lvl","uk_poverty_aid","uk_problems","uk_similar","get_ahead_uk_1","get_ahead_uk_2","get_ahead_uk_3","get_ahead_uk_4","get_ahead_uk_5","get_ahead_uk_6","get_ahead_uk_7","get_ahead_uk_8","get_ahead_uk_9","get_ahead_uk_10","sex","birth","race","religion","single","uni_student","studies","prev_part","exp_part","impaired","mom_education","dad_education","siblings","siblings_order","children","number_children","birth_nation","abroad","nation","first_language","home_language","languages","other_country_s_1_1","other_country_s_1_2","other_country_s_1_3","other_country_s_2_1","other_country_s_2_2","other_country_s_2_3","dev_poverty_aid","dev_problems","dev_similar","get_ahead_dev_1","get_ahead_dev_2","get_ahead_dev_3","get_ahead_dev_4","get_ahead_dev_5","get_ahead_dev_6","get_ahead_dev_7","get_ahead_dev_8","get_ahead_dev_9","get_ahead_dev_10","charchc_noeff_6","charchc_noeff_7","charch_noef_rev_7","charch_noef_rev_12","char_choice_efftreat_6","char_choice_efftreat_7","choice_eff_reverse_6","choice_eff_reverse_12","donation","attn_geog_qn","reaction_qn","happiness","aid_treat","treat_image","treat_eff_info","d_river_1_st","time_desc_chars","time_charch","time_intro_prize","raw_treat_eff_info","raw_treat_image","treatment","char_choice","d_donation","d_donated_all","d_donated_mid","endow","av_don","don_guide_dogs","d_don_guide_dogs","don_river","d_don_river","date_sent","dur_survey","delay_response","eyes_correct_pct","d_decis_intu","d_decis_intu_m","givendate","age","d_mature","age_sq","dow","study"
"Other","I decide very rapidly on the basis of my intuition","Need glasses","Service",7,"2019/05/31 20:12:53","2019/05/31 20:28:58",100,965,TRUE,"2019/05/31 20:28:59","R_2ClbX9I0Ug22DSA","Disagree Moderately","Agree Moderately","Agree Strongly","Agree Strongly","Agree a little","Agree Moderately","Disagree Strongly","Agree Strongly","Disagree a little","Neither agree nor disagree","Not like me at all","Not like me","A little like me","Like me","Very much like me","Like me","Somewhat like me","Somewhat like me","A little like me","Not like me at all","Independence","Good manners","Self-reliance","Being considerate","Neither agree nor disagree","Disagree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Agree","Neither agree nor disagree","Neither agree nor disagree","Agree","Agree","Disagree","Agree","Disagree","Agree","Agree","Strongly Disagree","Agree","Agree","6","Can't be too careful",NA,"5","7","8","Not at all interested","5","8","6","6","Always Justifiable","Always Justifiable",NA,NA,NA,NA,"Much larger share","Spend less","Keeping immigration levels the same","Somewhat supportive","A moderate amount","Somewhat dissimilar","Extremely important","Moderately important","Moderately important","Moderately important","Very important","Very important","Slightly important","Very important","Not at all important","Not at all important","Female","06/02/1998","White","Other","Single","Yes","Psychology","No","I'm open to both Online and In-Lab Experiments","Yes","Post-Secondary Education (College, A-Levels, NVQ3 or below, or similar)","Post-Secondary Education (College, A-Levels, NVQ3 or below, or similar)",0,NA,"No",NA,"No","Yes","Poland","Yes",NA,"Polish","Poland","Canada",NA,"14","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Guide dogs Donation goes to the charity Guide Dogs (UK)  to support working guide dog partnerships",6,"Latin America and Africa","like I just wanted to help in some way.","Neither happy nor unhappy","uk","No image","Info","TRUE",60.014,60.013,35.495,1,0,"Info only","Guide dogs","2","0","1",50,0.12,6,"1",0,"0","2019/05/31 20:02:00",16.083333333333332,0.00755787037037037,0.6666666666666666,"1","1","2019-05-31",21.311430527036276,"FALSE",454.17707110869367,"6","Psych"
"Other","I decide very rapidly on the basis of my intuition",NA,"Unemployed",4,"2019/05/31 20:13:42","2019/05/31 20:30:42",100,1019,TRUE,"2019/05/31 20:30:42","R_ddj8KihhC3585Yl","Disagree Moderately","Agree a little","Neither agree nor disagree","Agree a little","Neither agree nor disagree","Agree a little","Disagree Moderately","Agree Moderately","Disagree Moderately","Disagree Strongly","Like me","Like me","A little like me","Like me","Very much like me","A little like me","A little like me","Very much like me","Very much like me","Not like me","Independence","Curiosity","Self-reliance","Being considerate","Strongly agree","Agree","Strongly agree","Neither agree nor disagree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Strongly agree","Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Agree","Strongly Agree","Agree","Disagree","Strongly Disagree","4","Can't be too careful",NA,"4","9","4","Not very interested","5","Never justifiable","Never justifiable","Never justifiable","7","Never justifiable",NA,NA,NA,NA,"Larger","Spend more","Keeping immigration levels the same","Moderately supportive","A little","Somewhat dissimilar","Moderately important","Very important","Very important","Very important","Very important","Very important","Very important","Very important","Moderately important","Moderately important","Male","06/07/1972","Other","Muslim","Married","No",NA,"Yes","I'm open to both Online and In-Lab Experiments","No","Secondary Education (GCSE/O-Levels) or below","Post-Secondary Education (College, A-Levels, NVQ3 or below, or similar)",3,0,"No",NA,"No","Yes","Indonesia","No","Indonesian","No","Indonesia",NA,NA,"42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Africa","like I just wanted to help in some way.","Slightly unhappy","uk","Image","No info","FALSE",NA,8.727,17.326,0,1,"Image only","No donation","1","0","0",50,0,0,"0",0,"0","2019/05/31 20:02:00",17,0.008125,0.6111111111111112,"1","1","2019-05-31",46.899383983572896,"TRUE",2199.552218038614,"6",NA
"Other","I partly ponder and partly rely on intuition",NA,"Other",1,"2019/05/31 20:16:42","2019/05/31 20:31:39",100,896,TRUE,"2019/05/31 20:31:40","R_2EEJts6KXWP4Uc0","Agree a little","Disagree Moderately","Agree a little","Disagree a little","Neither agree nor disagree","Agree a little","Agree Moderately","Disagree Moderately","Neither agree nor disagree","Agree a little","Somewhat like me","A little like me","Somewhat like me","Like me","Like me","Not like me","A little like me","Like me","A little like me","Like me","Respect for their elders","Good manners","Obedience","Being well-behaved","Neither agree nor disagree","Neither agree nor disagree","Disagree","Disagree","Neither agree nor disagree","Agree","Disagree","Neither agree nor disagree","Neither agree nor disagree","Agree","Neither agree nor disagree","Neither agree nor disagree","Agree","Disagree","Agree","Agree","Disagree","Agree","Disagree","Agree","Agree","Strongly Agree","3","Depends","I more frequently ponder carefully","7","6","4","Somewhat interested","4","Always Justifiable","6","Always Justifiable","8","8",NA,NA,NA,NA,"Larger","Spend the same amount","Increasing immigration levels","Extremely supportive","A moderate amount","Somewhat similar","Moderately important","Slightly important","Extremely important","Extremely important","Extremely important","Moderately important","Moderately important","Moderately important","Not at all important","Not at all important","Female","20/10/1996","Other","Buddhist","Single","Yes","Biomedical Sciences","Yes","I'm open to both Online and In-Lab Experiments","No","Secondary Education (GCSE/O-Levels) or below","Secondary Education (GCSE/O-Levels) or below",2,2,"No",NA,"No","Yes","Malaysia","No","Mandarin","Malay, English, Mandarin, German","United Kingdom",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Latin America and Africa","like I just wanted to help in some way.","Moderately happy","uk","Image","No info","TRUE",NA,10.039,23.631999999999998,0,1,"Image only","No donation","1","0","0",50,0,0,"0",0,"0","2019/05/31 20:02:00",14.95,0.010208333333333333,0.8888888888888888,"0","0","2019-05-31",22.60917180013689,"FALSE",511.1746494881053,"6","Medicine"
"Production, Transportation, and Material Moving","I decide very rapidly on the basis of my intuition",NA,"Homemaker",5,"2019/05/31 20:14:47","2019/05/31 20:31:54",100,1026,TRUE,"2019/05/31 20:31:54","R_4UvGGMpaSxbZkwF","Agree a little","Agree Moderately","Disagree Moderately","Neither agree nor disagree","Agree Moderately","Agree a little","Agree Moderately","Disagree Moderately","Agree Moderately","Disagree Moderately","A little like me","A little like me","Like me","Very much like me","Like me","Like me","Somewhat like me","Somewhat like me","A little like me","Very much like me","Respect for their elders","Good manners","Self-reliance","Being considerate","Strongly agree","Neither agree nor disagree","Disagree","Disagree","Neither agree nor disagree","Agree","Agree","Neither agree nor disagree","Agree","Agree","Agree","Neither agree nor disagree","Strongly Agree","Agree","Strongly Disagree","Agree","Disagree","Agree","Agree","Strongly Agree","Disagree","Disagree","8","Depends",NA,"8","2","2","Somewhat interested","6","5","7","5","6","6",NA,NA,NA,NA,"Larger","Spend more","Increasing immigration levels","Extremely supportive","A great deal","Moderately similar","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Moderately important","Moderately important","Moderately important","Moderately important","Female","25/12/1991","White","Muslim","Single","Yes","language and linguistics","No","I'm open to both Online and In-Lab Experiments","No","Secondary Education (GCSE/O-Levels) or below","Secondary Education (GCSE/O-Levels) or below",4,2,"No",NA,"No","Yes","Algeria","No","Berber and French","French, Arabic, English","England","Algeria",NA,"5","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"Slightly happy","uk","Image","Info","FALSE",12.785,12.784,23.221,1,1,"Image-Info","No donation","1","0","0",50,0,0,"0",0,"0","2019/05/31 20:02:00",17.116666666666667,0.008877314814814815,0.6666666666666666,"1","1","2019-05-31",27.430527036276523,"TRUE",752.4338134878973,"6","Humanities"
"Other","I ponder accurately, reasoning carefully about my choice",NA,"Other",NA,"2019/05/31 20:17:25","2019/05/31 20:33:16",100,951,TRUE,"2019/05/31 20:33:17","R_3prrZZNdik42Deb","Neither agree nor disagree","Agree a little","Agree Moderately","Disagree a little","Agree Strongly","Agree a little","Agree a little","Disagree a little","Agree a little","Disagree a little","A little like me","Not like me at all","A little like me","Very much like me","Very much like me","Somewhat like me","Somewhat like me","Like me","Not like me","Somewhat like me","Respect for their elders","Curiosity","Self-reliance","Being considerate","Strongly agree","Neither agree nor disagree","Agree","Disagree","Agree","Strongly agree","Strongly agree","Strongly agree","Neither agree nor disagree","Strongly agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","7","Most people can be trusted",NA,"8","4","6","Very interested","2","Always Justifiable","Always Justifiable","8","8","Always Justifiable",NA,NA,NA,NA,"Much larger share","Spend more","Increasing immigration levels",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male","22/10/1991","White","Atheist","Single","No",NA,"No","Online Only","No","Post-Secondary Education (College, A-Levels, NVQ3 or below, or similar)","Post-Secondary Education (College, A-Levels, NVQ3 or below, or similar)",1,0,"No",NA,"Yes","Yes",NA,"Yes",NA,"Danish (intermediate)","Czech Republic","Denmark",NA,"1","3",NA,"Extremely supportive","A great deal","Moderately dissimilar","Extremely important","Very important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important",NA,NA,NA,NA,NA,NA,NA,NA,0,"Africa and Asia","like I just wanted to move on.","Slightly happy","int","Image","No info","FALSE",NA,11.394,19.532999999999998,0,1,"Image only","No donation","1","0","0",50,0,0,"0",0,"0","2019/05/31 20:02:00",15.85,0.01070601851851852,0.8888888888888888,"0","0","2019-05-31",27.60574948665298,"TRUE",762.0774047198412,"6",NA
"Management, Professional, and related","I partly ponder and partly rely on intuition",NA,"Management, Professional, and related",1,"2019/05/31 20:16:37","2019/05/31 20:34:03",100,1046,TRUE,"2019/05/31 20:34:04","R_6zKjr49LYnF1TXj","Disagree Moderately","Agree a little","Agree Strongly","Disagree a little","Agree Moderately","Agree Moderately","Agree Moderately","Disagree a little","Agree Moderately","Disagree a little","Very much like me","Somewhat like me","Like me","Somewhat like me","Like me","Like me","Somewhat like me","Somewhat like me","A little like me","A little like me","Respect for their elders","Good manners","Obedience","Being well-behaved","Neither agree nor disagree","Agree","Neither agree nor disagree","Disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Disagree","Agree","Neither agree nor disagree","Agree","Disagree","Strongly Agree","Agree","Strongly Disagree","Strongly Agree","Disagree","Strongly Agree","Agree","Agree","Agree","Disagree","Risk Neutral","Can't be too careful","I more frequently rely on intuition","5","6","6","Somewhat interested","4","6","5","9","4","4",NA,NA,NA,NA,"Larger","Spend the same amount","Keeping immigration levels the same","Very supportive","A little","Moderately similar","Very important","Moderately important","Extremely important","Extremely important","Extremely important","Very important","Very important","Moderately important","Moderately important","Slightly important","Male","16/09/1999","Black African","Christian","Single","Yes","International Relations","Yes","I'm open to both Online and In-Lab Experiments","No","Post-graduate Degree (MA, MSc etc.)","Post-graduate Degree (MA, MSc etc.)",4,2,"No",NA,"No","Yes","Ghana","Yes",NA,"French, Akan","Ghana","Togo","Tanzania","12","4","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Africa and Europe","like I just wanted to move on.","Neither happy nor unhappy","uk","Image","No info","FALSE",NA,15.398,19.491,0,1,"Image only","No donation","1","0","0",50,0,0,"0",0,"0","2019/05/31 20:02:00",17.433333333333334,0.010150462962962964,0.7777777777777778,"1","1","2019-05-31",19.704312114989733,"FALSE",388.2599159249312,"6","Government/politics"
"Other","I partly ponder and partly rely on intuition",NA,"Other",2,"2019/05/31 20:14:28","2019/05/31 20:34:41",100,1212,TRUE,"2019/05/31 20:34:41","R_3kiFMFAwa8gxHU7","Agree Strongly","Agree a little","Agree Moderately","Disagree Strongly","Agree Strongly","Disagree Strongly","Agree Moderately","Agree a little","Agree Strongly","Disagree Moderately","A little like me","Not like me at all","Like me","Very much like me","Very much like me","Very much like me","Very much like me","Not like me at all","Somewhat like me","Not like me","Independence","Curiosity","Self-reliance","Being considerate","Strongly agree","Disagree","Strongly agree","Strongly disagree","Neither agree nor disagree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Disagree","Disagree","Strongly Agree","Agree","Strongly Disagree","Strongly Agree","Disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Agree","Disagree","Very willing to take risks","Most people can be trusted","I more frequently ponder carefully","very willing to do so","4","6","Very interested","3","Always Justifiable","Always Justifiable","Always Justifiable","Always Justifiable","Always Justifiable",NA,NA,NA,NA,"Much larger share","Spend more","Keeping immigration levels the same",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female","23/04/1997","White","Atheist","Single","Yes","International relations","Yes","I'm open to both Online and In-Lab Experiments","No","Vocational Qualification (Diploma, Certificate, BTEC, NVQ 4 and above, or similar)","Post-graduate Degree (MA, MSc etc.)",0,NA,"No",NA,"No","Yes","Spain","No","Spanish","English, Spanish, French","Spain","United Kingdom","United States","19","2","1","Extremely supportive","A lot","Very Dissimilar","Extremely important","Extremely important","Very important","Very important","Moderately important","Very important","Moderately important","Very important","Extremely important","Extremely important",NA,"River blindnessDonation goes to the charity the Carter Center, for their River Blindness Program",NA,NA,NA,NA,NA,NA,30,"Latin America and Africa","like I just wanted to help in some way.","Moderately happy","int","No image","No info","FALSE",NA,39.841,38.525,0,0,"Control","River blindness","2","0","1",50,0.6,0,"0",30,"1","2019/05/31 20:02:00",20.216666666666665,0.008657407407407407,0.6666666666666666,"0","0","2019-05-31",22.102669404517453,"FALSE",488.5279948053919,"6","Government/politics"
"Other","I partly ponder and partly rely on intuition",NA,"Government",1,"2019/05/31 20:10:28","2019/05/31 20:34:58",100,1469,TRUE,"2019/05/31 20:34:59","R_3nJzs3rGt2cNwuX","Agree Moderately","Agree a little","Agree a little","Agree a little","Agree a little","Agree a little","Agree a little","Agree a little","Agree a little","Agree a little","Very much like me","Like me","Like me","Like me","Like me","Like me","Like me","Like me","Like me","Like me","Respect for their elders","Good manners","Obedience","Being well-behaved","Agree","Strongly agree","Neither agree nor disagree","Neither agree nor disagree","Strongly agree","Agree","Agree","Agree","Agree","Agree","Agree","Neither agree nor disagree","Agree","Strongly Agree","Disagree","Disagree","Agree","Strongly Disagree","Agree","Strongly Agree","Agree","Strongly Agree","Risk Neutral","Can't be too careful","Not sure or don't want to answer","6","7","5","Somewhat interested","6","Never justifiable","Never justifiable","Never justifiable","Never justifiable","Never justifiable",NA,NA,NA,NA,"Larger","Spend more","Decreasing immigration levels",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female","29/06/1994","Indian","Hindu","Single","Yes","Big Data and Text Analytics","Yes","I'm open to both Online and In-Lab Experiments","No","Post-graduate Degree (MA, MSc etc.)","Post-graduate Degree (MA, MSc etc.)",2,2,"No",NA,"No","Yes","india","No","telugu","telugu, hindi, english","india","UNITED KINGDOM","UNITED KINGDOM","24","1","1","Somewhat supportive","A moderate amount","Somewhat dissimilar","Extremely important","Moderately important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Not at all important",NA,NA,NA,NA,NA,NA,NA,NA,0,"Latin America and Africa","like I just wanted to help in some way.","Extremely unhappy","int","Image","No info","FALSE",NA,17.015,23.21,0,1,"Image only","No donation","1","0","0",50,0,0,"0",0,"0","2019/05/31 20:02:00",24.5,0.00587962962962963,0.6666666666666666,"0","0","2019-05-31",24.919917864476385,"TRUE",621.0023063722493,"6",NA
"Sales and Office","I partly ponder and partly rely on intuition",NA,"Sales and Office",2,"2019/05/31 20:09:25","2019/05/31 20:35:37",100,1572,TRUE,"2019/05/31 20:35:38","R_3MurSG4qWuedxc6","Agree a little","Disagree a little","Agree a little","Disagree Moderately","Agree Moderately","Agree a little","Agree a little","Disagree Moderately","Agree Strongly","Disagree Moderately","Somewhat like me","Like me","Like me","Very much like me","Very much like me","Very much like me","Not like me","A little like me","Not like me","Not like me","Independence","Curiosity","Self-reliance","Being well-behaved","Agree","Neither agree nor disagree","Neither agree nor disagree","Disagree","Agree","Strongly agree","Neither agree nor disagree","Agree","Disagree","Neither agree nor disagree","Disagree","Disagree","Strongly Agree","Agree","Strongly Disagree","Agree","Strongly Disagree","Strongly Agree","Agree","Disagree","Strongly Disagree","Strongly Disagree","8","Most people can be trusted","I more frequently rely on intuition","6","completely unwilling to do so","2","Not very interested","7","2","4","3","3","3",NA,NA,NA,NA,"The same share","Spend the same amount","Keeping immigration levels the same","Very supportive","A little","Moderately dissimilar","Slightly important","Slightly important","Extremely important","Very important","Extremely important","Moderately important","Moderately important","Slightly important","Not at all important","Not at all important","Male","12/08/1996","White","Christian","Single","Yes","Robotic Engineering","Yes","I'm open to both Online and In-Lab Experiments","No","Post-Secondary Education (College, A-Levels, NVQ3 or below, or similar)","Post-Secondary Education (College, A-Levels, NVQ3 or below, or similar)",1,1,"No",NA,"No","Yes","Germany","No","German","Korean","Germany",NA,NA,"~20 Years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Latin America and Africa","like I just wanted to move on.","Neither happy nor unhappy","uk","No image","Info","TRUE",8.78,8.78,23.921,1,0,"Info only","No donation","1","0","0",50,0,0,"0",0,"0","2019/05/31 20:02:00",26.2,0.005150462962962963,0.7222222222222222,"1","1","2019-05-31",22.798083504449007,"FALSE",519.7526114758299,"6","Engineering"
"Management, Professional, and related","I ponder accurately, reasoning carefully about my choice",NA,"Homemaker",1,"2019/05/31 20:16:24","2019/05/31 20:36:12",100,1187,TRUE,"2019/05/31 20:36:13","R_2Yc93S510KcT3xq","Neither agree nor disagree","Disagree a little","Agree Strongly","Disagree Moderately","Agree Strongly","Neither agree nor disagree","Agree Moderately","Disagree Strongly","Agree Strongly","Neither agree nor disagree","Somewhat like me","Not like me","Somewhat like me","Somewhat like me","Very much like me","Like me","Somewhat like me","A little like me","Not like me","Very much like me","Independence","Curiosity","Self-reliance","Being considerate","Strongly agree","Disagree","Strongly agree","Disagree","Agree","Strongly disagree","Agree","Agree","Strongly agree","Agree","Strongly disagree","Neither agree nor disagree","Agree","Agree","Strongly Disagree","Agree","Strongly Disagree","Agree","Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","9","Depends",NA,"very willing to do so","completely unwilling to do so","6","Very interested","3","Always Justifiable","Always Justifiable","Always Justifiable","Always Justifiable","Always Justifiable",NA,NA,NA,NA,"The same share","Spend the same amount","Increasing immigration levels",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female","14/01/1997","Mixed","Hindu","Single","Yes","Bachelor of Laws","No","I'm open to both Online and In-Lab Experiments","No","Vocational Qualification (Diploma, Certificate, BTEC, NVQ 4 and above, or similar)","Undergraduate Degree (BA, BSc etc.)",2,0,"No",NA,"No","Yes","Malaysia","Yes",NA,"Malay, Tamil (limited)","United Kingdom","-","-","1","-","-","Extremely supportive","A moderate amount","Very similar","Moderately important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Very important","Very important",NA,NA,NA,NA,NA,"River blindnessDonation goes to the charity the Carter Center, for their River Blindness Program",NA,NA,1,"Africa","like I just wanted to move on.","Neither happy nor unhappy","int","Image","Info","FALSE",15.036,15.036,27.784,1,1,"Image-Info","River blindness","2","0","0",50,0.02,0,"0",1,"1","2019/05/31 20:02:00",19.8,0.01,0.7777777777777778,"0","0","2019-05-31",22.373716632443532,"FALSE",500.58319594888036,"6","Law/Legal"
